aact_name,pref_name,ik14,standard_inchi_key
Levobupivacaine Solution,LEVOBUPIVACAINE HYDROCHLORIDE,SIEYLFHKZGLBNX,SIEYLFHKZGLBNX-NTISSMGPSA-N
Ritalin 10Mg Tablet,METHYLPHENIDATE HYDROCHLORIDE,JUMYIBMBTDDLNG,JUMYIBMBTDDLNG-UHFFFAOYSA-N
"Dexamethasone, 40 mg",DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
"Decadron Phosphate, Injectable",DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Ivacaftor (VX-770),IVACAFTOR,PURKAOJPTOLRMP,PURKAOJPTOLRMP-UHFFFAOYSA-N
Dextroamphetamine Sulfate,DEXTROAMPHETAMINE,KWTSXDURSIMDCE,KWTSXDURSIMDCE-QMMMGPOBSA-N
400 mg ibuprofen(Nurofen),IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
400 mg ibuprofen (Dolormin Extra),IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Donafenib 200mg,CM-4307,MLDQJTXFUGDVEO,MLDQJTXFUGDVEO-FIBGUPNXSA-N
Donafenib 300mg,CM-4307,MLDQJTXFUGDVEO,MLDQJTXFUGDVEO-FIBGUPNXSA-N
"Marcaine (4ml 0.5%, injection)",BUPIVACAINE HYDROCHLORIDE,SIEYLFHKZGLBNX,SIEYLFHKZGLBNX-UHFFFAOYSA-N
Oral Sorafenib,SORAFENIB,MLDQJTXFUGDVEO,MLDQJTXFUGDVEO-UHFFFAOYSA-N
Enzalutamide 160 mg,ENZALUTAMIDE,WXCXUHSOUPDCQV,WXCXUHSOUPDCQV-UHFFFAOYSA-N
KETAMINE,KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
Ibuprofen 400 mg/10 mL oral suspension,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Ibuprofen 200 mg/5 mL oral suspension,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
"L-Thyroxine (tablet, per os)",LEVOTHYROXINE,XUIIKFGFIJCVMT,XUIIKFGFIJCVMT-LBPRGKRZSA-N
"L-Thyroxine (oral drops, solution)",LEVOTHYROXINE,XUIIKFGFIJCVMT,XUIIKFGFIJCVMT-LBPRGKRZSA-N
Ruxolitinib (RUX),RUXOLITINIB,HFNKQEVNSGCOJV,HFNKQEVNSGCOJV-OAHLLOKOSA-N
Eslicarbazepine,ESLICARBAZEPINE,BMPDWHIDQYTSHX,BMPDWHIDQYTSHX-AWEZNQCLSA-N
betamethasone 24 mg,BETAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-DVTGEIKXSA-N
Biltricide (racemate praziquantel) oral tablets,PRAZIQUANTEL,FSVJFNAIGNNGKK,FSVJFNAIGNNGKK-UHFFFAOYSA-N
Dexamethasone infusion,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Formoterol fumarate (6 μg),ARFORMOTEROL,BPZSYCZIITTYBL,BPZSYCZIITTYBL-YJYMSZOUSA-N
Formoterol fumarate (40 μg),ARFORMOTEROL,BPZSYCZIITTYBL,BPZSYCZIITTYBL-YJYMSZOUSA-N
Formoterol fumarate (12 μg),ARFORMOTEROL,BPZSYCZIITTYBL,BPZSYCZIITTYBL-YJYMSZOUSA-N
Dexamethasone (Decadron),DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Intravenous dexamethasone acetate,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Ketonal,KETOPROFEN,DKYWVDODHFEZIM,DKYWVDODHFEZIM-UHFFFAOYSA-N
Dexamethasone 2 mg,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Dexamethasone 1 mg,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
QUTENZA®,CAPSAICIN,YKPUWZUDDOIDPM,YKPUWZUDDOIDPM-SOFGYWHQSA-N
Taclonex® Ointment,BETAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-DVTGEIKXSA-N
dexlansoprazole injection,DEXLANSOPRAZOLE,MJIHNNLFOKEZEW,MJIHNNLFOKEZEW-RUZDIDTESA-N
Dexamethasone (Steroids),DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
calcium levofolinate,LEVOLEUCOVORIN CALCIUM,KVUAALJSMIVURS,KVUAALJSMIVURS-QNTKWALQSA-L
Sorafenib (SOR),SORAFENIB,MLDQJTXFUGDVEO,MLDQJTXFUGDVEO-UHFFFAOYSA-N
Ibuprofen 400 mg oral powder,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Ibuprofen 400 mg film-coated tablet,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Flubiprofen,FLURBIPROFEN,SYTBZMRGLBWNTM,SYTBZMRGLBWNTM-UHFFFAOYSA-N
LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM,KVUAALJSMIVURS,KVUAALJSMIVURS-ZEDZUCNESA-L
Propanolol hydrochloride,LEVOPROPRANOLOL,AQHHHDLHHXJYJD,AQHHHDLHHXJYJD-AWEZNQCLSA-N
Ketamine Intravenous Infusion,KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
Norvasc Tablets 5mg,AMLODIPINE,HTIQEAQVCYTUBX,HTIQEAQVCYTUBX-UHFFFAOYSA-N
"CTP-543, 16 mg (2 x 8 mg tablet)",DEURUXOLITINIB,HFNKQEVNSGCOJV,HFNKQEVNSGCOJV-FBXGHSCESA-N
Formoterol 24ug,ARFORMOTEROL,BPZSYCZIITTYBL,BPZSYCZIITTYBL-YJYMSZOUSA-N
armodafinil 250 mg,ARMODAFINIL,YFGHCGITMMYXAQ,YFGHCGITMMYXAQ-LJQANCHMSA-N
Beraprost sodium,BERAPROST SODIUM,YTCZZXIRLARSET,YTCZZXIRLARSET-VJRSQJMHSA-M
Eslicarbazepine Acetate tablets,ESLICARBAZEPINE,BMPDWHIDQYTSHX,BMPDWHIDQYTSHX-AWEZNQCLSA-N
Formoterol (Oxis Turbuhaler®),ARFORMOTEROL,BPZSYCZIITTYBL,BPZSYCZIITTYBL-YJYMSZOUSA-N
fumaric acid,FUMARIC ACID,VZCYOOQTPOCHFL,VZCYOOQTPOCHFL-OWOJBTEDSA-N
"Propranolol, 80 mg",PROPRANOLOL,AQHHHDLHHXJYJD,AQHHHDLHHXJYJD-UHFFFAOYSA-N
"Propranolol, 40 mg",PROPRANOLOL,AQHHHDLHHXJYJD,AQHHHDLHHXJYJD-UHFFFAOYSA-N
Eslicarbazepine acetate 1800 mg,ESLICARBAZEPINE,BMPDWHIDQYTSHX,BMPDWHIDQYTSHX-AWEZNQCLSA-N
Eslicarbazepine acetate 600 mg,ESLICARBAZEPINE,BMPDWHIDQYTSHX,BMPDWHIDQYTSHX-AWEZNQCLSA-N
armodafinil 150 mg,ARMODAFINIL,YFGHCGITMMYXAQ,YFGHCGITMMYXAQ-LJQANCHMSA-N
pseudoephedrine hydrochloride 30 mg tablets,PSEUDOEPHEDRINE,KWGRBVOPPLSCSI,KWGRBVOPPLSCSI-WCBMZHEXSA-N
Oral baclofen,BACLOFEN,KPYSYYIEGFHWSV,KPYSYYIEGFHWSV-UHFFFAOYSA-N
Doxorubicin hydrochloride (HCl),DOXORUBICIN,AOJJSUZBOXZQNB,AOJJSUZBOXZQNB-TZSSRYMLSA-N
I-131-CLR1404 Injection,IOPOFOSINE I 131,ZOAIEFWMQLYMTF,ZOAIEFWMQLYMTF-YRKXUXMHSA-N
Modafinil 400 mg,MODAFINIL,YFGHCGITMMYXAQ,YFGHCGITMMYXAQ-UHFFFAOYSA-N
Modafinil 200 mg,MODAFINIL,YFGHCGITMMYXAQ,YFGHCGITMMYXAQ-UHFFFAOYSA-N
Modafinil 0 mg,MODAFINIL,YFGHCGITMMYXAQ,YFGHCGITMMYXAQ-UHFFFAOYSA-N
Oral Omeprazole,OMEPRAZOLE,SUBDBMMJDZJVOS,SUBDBMMJDZJVOS-UHFFFAOYSA-N
Ketoconazole 400 mg (200 mg twice daily),LEVOKETOCONAZOLE,XMAYWYJOQHXEEK,XMAYWYJOQHXEEK-ZEQKJWHPSA-N
dexamethasone (optimized retreatment),DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Sorafenib (BAY43-9006),SORAFENIB,MLDQJTXFUGDVEO,MLDQJTXFUGDVEO-UHFFFAOYSA-N
dexamethasone (standard retreatment),DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
I-124-CLR1404,NM-404 I-124,ZOAIEFWMQLYMTF,ZOAIEFWMQLYMTF-PEHXSSJGSA-N
Oxytrol,OXYBUTYNIN,XIQVNETUBQGFHX,XIQVNETUBQGFHX-UHFFFAOYSA-N
Enzalutamide tablet,ENZALUTAMIDE,WXCXUHSOUPDCQV,WXCXUHSOUPDCQV-UHFFFAOYSA-N
Intravenous baclofen,BACLOFEN,KPYSYYIEGFHWSV,KPYSYYIEGFHWSV-UHFFFAOYSA-N
amlodipine (Norvasc),AMLODIPINE,HTIQEAQVCYTUBX,HTIQEAQVCYTUBX-UHFFFAOYSA-N
Ursodeoxycholic Acid Capsules,URSODIOL,RUDATBOHQWOJDD,RUDATBOHQWOJDD-UZVSRGJWSA-N
D-ribose,RIBOSE (PYRANOSE),SRBFZHDQGSBBOR,SRBFZHDQGSBBOR-TXICZTDVSA-N
Isotretinoin 40 mg,ISOTRETINOIN,SHGAZHPCJJPHSC,SHGAZHPCJJPHSC-XFYACQKRSA-N
Water spray,WATER,XLYOFNOQVPJJNP,XLYOFNOQVPJJNP-UHFFFAOYSA-N
9-cis-retinoic acid,ALITRETINOIN,SHGAZHPCJJPHSC,SHGAZHPCJJPHSC-ZVCIMWCZSA-N
Amlodipine (Optional),AMLODIPINE,HTIQEAQVCYTUBX,HTIQEAQVCYTUBX-UHFFFAOYSA-N
dexmecamylamine,DEXMECAMYLAMINE,IMYZQPCYWPFTAG,IMYZQPCYWPFTAG-NGZCFLSTSA-N
Ibuprofen (Nurofen Immedia®),IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Methylphenidate modified release,METHYLPHENIDATE,DUGOZIWVEXMGBE,DUGOZIWVEXMGBE-UHFFFAOYSA-N
Quinidine sulfate,QUINIDINE,LOUPRKONTZGTKE,LOUPRKONTZGTKE-LHHVKLHASA-N
IV WCK771,LEVONADIFLOXACIN,JYJTVFIEFKZWCJ,JYJTVFIEFKZWCJ-JTQLQIEISA-N
UC1010,SEPRANOLONE,AURFZBICLPNKBZ,AURFZBICLPNKBZ-FZCSVUEKSA-N
eslicarbazepine,ESLICARBAZEPINE,BMPDWHIDQYTSHX,BMPDWHIDQYTSHX-AWEZNQCLSA-N
xenon gas,XENON XE 127,FHNFHKCVQCLJFQ,FHNFHKCVQCLJFQ-AHCXROLUSA-N
telbivudine (ROADMAP),TELBIVUDINE,IQFYYKKMVGJFEH,IQFYYKKMVGJFEH-CSMHCCOUSA-N
Telbivudine (Standard of Care),TELBIVUDINE,IQFYYKKMVGJFEH,IQFYYKKMVGJFEH-CSMHCCOUSA-N
Ibuprofen.,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Isotretinoin (13-cis-retinoic acid),ISOTRETINOIN,SHGAZHPCJJPHSC,SHGAZHPCJJPHSC-XFYACQKRSA-N
Ibuprofen 15 mg,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Ibuprofen 35 mg,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Strefen,FLURBIPROFEN,SYTBZMRGLBWNTM,SYTBZMRGLBWNTM-UHFFFAOYSA-N
Levocetirizine Dihydrochloride tablets 5 mg,LEVOCETIRIZINE DIHYDROCHLORIDE,PGLIUCLTXOYQMV,PGLIUCLTXOYQMV-GHVWMZMZSA-N
Purified water,WATER,XLYOFNOQVPJJNP,XLYOFNOQVPJJNP-UHFFFAOYSA-N
Levocetirizine Dihydrochloride 5 mg Tablets,LEVOCETIRIZINE DIHYDROCHLORIDE,PGLIUCLTXOYQMV,PGLIUCLTXOYQMV-GHVWMZMZSA-N
Ketalar (ketamine),KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
Ketamine (1 mg/kg),KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
Ketoconazole 200 mg,LEVOKETOCONAZOLE,XMAYWYJOQHXEEK,XMAYWYJOQHXEEK-ZEQKJWHPSA-N
capsaicin patch (qutenza),CAPSAICIN,YKPUWZUDDOIDPM,YKPUWZUDDOIDPM-SOFGYWHQSA-N
Calcium folinate (CF),LEUCOVORIN CALCIUM,KVUAALJSMIVURS,KVUAALJSMIVURS-ZEDZUCNESA-L
Sorafenib:,SORAFENIB,MLDQJTXFUGDVEO,MLDQJTXFUGDVEO-UHFFFAOYSA-N
SALBUTAMOL,ALBUTEROL,NDAUXUAQIAJITI,NDAUXUAQIAJITI-UHFFFAOYSA-N
STX209 (arbaclofen),ARBACLOFEN,KPYSYYIEGFHWSV,KPYSYYIEGFHWSV-QMMMGPOBSA-N
Salbutamol 5mg,ALBUTEROL,NDAUXUAQIAJITI,NDAUXUAQIAJITI-UHFFFAOYSA-N
eszopiclone 3 mg,ESZOPICLONE,GBBSUAFBMRNDJC,GBBSUAFBMRNDJC-INIZCTEOSA-N
cipralex,ESCITALOPRAM,WSEQXVZVJXJVFP,WSEQXVZVJXJVFP-FQEVSTJZSA-N
Dexamethasone iv injection,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Allopregnanolone injection,BREXANOLONE,AURFZBICLPNKBZ,AURFZBICLPNKBZ-SYBPFIFISA-N
levalbuterol 90 mcg,LEVOSALBUTAMOL,NDAUXUAQIAJITI,NDAUXUAQIAJITI-LBPRGKRZSA-N
levalbuterol 180 mcg,LEVOSALBUTAMOL,NDAUXUAQIAJITI,NDAUXUAQIAJITI-LBPRGKRZSA-N
isradipine,(R)-ISRADIPINE,HMJIYCCIJYRONP,HMJIYCCIJYRONP-MRXNPFEDSA-N
Sodium fluoride (250 ppm),SODIUM FLUORIDE,PUZPDOWCWNUUKD,PUZPDOWCWNUUKD-UHFFFAOYSA-M
Sodium fluoride (1426 ppm),SODIUM FLUORIDE,PUZPDOWCWNUUKD,PUZPDOWCWNUUKD-UHFFFAOYSA-M
Sodium fluoride (1150 ppm),SODIUM FLUORIDE,PUZPDOWCWNUUKD,PUZPDOWCWNUUKD-UHFFFAOYSA-M
Fluoride (0 ppm),SODIUM FLUORIDE,PUZPDOWCWNUUKD,PUZPDOWCWNUUKD-UHFFFAOYSA-M
ketamine 50 mg,KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
ketamine 35 mg,KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
ketamine 25 mg,KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
LEVOTHYROXINE,LEVOTHYROXINE,XUIIKFGFIJCVMT,XUIIKFGFIJCVMT-LBPRGKRZSA-N
Atropine 1.2 mg,ATROPINE,RKUNBYITZUJHSG,RKUNBYITZUJHSG-SPUOUPEWSA-N
Atropine 0.6 mg,ATROPINE,RKUNBYITZUJHSG,RKUNBYITZUJHSG-SPUOUPEWSA-N
dexpramipexole,DEXPRAMIPEXOLE,FASDKYOPVNHBLU,FASDKYOPVNHBLU-SSDOTTSWSA-N
Dexamethasone 10 mg,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Allopregnanolone injection (intravenous solution),BREXANOLONE,AURFZBICLPNKBZ,AURFZBICLPNKBZ-SYBPFIFISA-N
R-flurbiprofen,TARENFLURBIL,SYTBZMRGLBWNTM,SYTBZMRGLBWNTM-SNVBAGLBSA-N
Keral® tablet,DEXKETOPROFEN,DKYWVDODHFEZIM,DKYWVDODHFEZIM-NSHDSACASA-N
Flutemetamol (18F),FLUTEMETAMOL,VVECGOCJFKTUAX,VVECGOCJFKTUAX-UHFFFAOYSA-N
Enclomiphene citrate,ENCLOMIPHENE,GKIRPKYJQBWNGO,GKIRPKYJQBWNGO-OCEACIFDSA-N
Ibuprofen syrup,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Salbutamol sulphate 6 mg,ALBUTEROL,NDAUXUAQIAJITI,NDAUXUAQIAJITI-UHFFFAOYSA-N
Salbutamol sulphate 3 mg,ALBUTEROL,NDAUXUAQIAJITI,NDAUXUAQIAJITI-UHFFFAOYSA-N
Combivent (CFC),ALBUTEROL,NDAUXUAQIAJITI,NDAUXUAQIAJITI-UHFFFAOYSA-N
Quinidine sulfate tablets,QUINIDINE,LOUPRKONTZGTKE,LOUPRKONTZGTKE-LHHVKLHASA-N
2 (Lipitor®),GLYCINEBETAINE,KWIUHFFTVRNATP,KWIUHFFTVRNATP-UHFFFAOYSA-N
2 (Ezetrol®),GLYCINEBETAINE,KWIUHFFTVRNATP,KWIUHFFTVRNATP-UHFFFAOYSA-N
"2(Lipitor®, Ezetrol®)",GLYCINEBETAINE,KWIUHFFTVRNATP,KWIUHFFTVRNATP-UHFFFAOYSA-N
MSC2499550A,"PRAZIQUANTEL, (R)-",FSVJFNAIGNNGKK,FSVJFNAIGNNGKK-KRWDZBQOSA-N
STX209 (30mg),ARBACLOFEN,KPYSYYIEGFHWSV,KPYSYYIEGFHWSV-QMMMGPOBSA-N
STX209 (15mg),ARBACLOFEN,KPYSYYIEGFHWSV,KPYSYYIEGFHWSV-QMMMGPOBSA-N
Xenbilox,CHENODIOL,RUDATBOHQWOJDD,RUDATBOHQWOJDD-BSWAIDMHSA-N
URSODIOL,URSODIOL,RUDATBOHQWOJDD,RUDATBOHQWOJDD-UZVSRGJWSA-N
Cesol®,PRAZIQUANTEL,FSVJFNAIGNNGKK,FSVJFNAIGNNGKK-UHFFFAOYSA-N
Donafenib(300mg),CM-4307,MLDQJTXFUGDVEO,MLDQJTXFUGDVEO-FIBGUPNXSA-N
Donafenib(200mg),CM-4307,MLDQJTXFUGDVEO,MLDQJTXFUGDVEO-FIBGUPNXSA-N
ALK-001 (No generic name),GILDEURETINOL,FPIPGXGPPPQFEQ,FPIPGXGPPPQFEQ-QZNDTXPVSA-N
PRC-063 55 mg,METHYLPHENIDATE,DUGOZIWVEXMGBE,DUGOZIWVEXMGBE-UHFFFAOYSA-N
PRC-063 35 mg,METHYLPHENIDATE,DUGOZIWVEXMGBE,DUGOZIWVEXMGBE-UHFFFAOYSA-N
Mirapexin® (Sifrol®),PRAMIPEXOLE DIHYDROCHLORIDE,APVQOOKHDZVJEX,APVQOOKHDZVJEX-QTPLPEIMSA-N
Pramipexole extended-release (ER) tablets,PRAMIPEXOLE,FASDKYOPVNHBLU,FASDKYOPVNHBLU-ZETCQYMHSA-N
Salbutamol inhalation,ALBUTEROL,NDAUXUAQIAJITI,NDAUXUAQIAJITI-UHFFFAOYSA-N
Omeprazole (suspension),OMEPRAZOLE,SUBDBMMJDZJVOS,SUBDBMMJDZJVOS-UHFFFAOYSA-N
propranolol hydrochloride,PROPRANOLOL,AQHHHDLHHXJYJD,AQHHHDLHHXJYJD-UHFFFAOYSA-N
Androxal 12.5 mg/25 mg,ENCLOMIPHENE CITRATE,PYTMYKVIJXPNBD,PYTMYKVIJXPNBD-BTKVJIOYSA-N
Esketamine 14 mg,ESKETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-ZDUSSCGKSA-N
xylitol,XYLITOL,HEBKCHPVOIAQTA,HEBKCHPVOIAQTA-SCDXWVJYSA-N
amphetamine,AMPHETAMINE,KWTSXDURSIMDCE,KWTSXDURSIMDCE-UHFFFAOYSA-N
Sorafenib (400 mg BID),SORAFENIB,MLDQJTXFUGDVEO,MLDQJTXFUGDVEO-UHFFFAOYSA-N
Levobupivacaine 9 mg,LEVOBUPIVACAINE HYDROCHLORIDE,SIEYLFHKZGLBNX,SIEYLFHKZGLBNX-NTISSMGPSA-N
Levobupivacaine 7 mg,LEVOBUPIVACAINE HYDROCHLORIDE,SIEYLFHKZGLBNX,SIEYLFHKZGLBNX-NTISSMGPSA-N
Deuterated Water,DEUTERIUM OXIDE,XLYOFNOQVPJJNP,XLYOFNOQVPJJNP-ZSJDYOACSA-N
"Mirtazapine (REMERON, Schering-Plough-Organon)",MIRTAZAPINE,RONZAEMNMFQXRA,RONZAEMNMFQXRA-UHFFFAOYSA-N
Albuterol-sulphate,ALBUTEROL,NDAUXUAQIAJITI,NDAUXUAQIAJITI-UHFFFAOYSA-N
Ibuprofen Cream (SST-0225),IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Marcaine ½%,BUPIVACAINE HYDROCHLORIDE,SIEYLFHKZGLBNX,SIEYLFHKZGLBNX-UHFFFAOYSA-N
Dexamethasone 6 mg,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Ibuprofen Sustained Release Capsules,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
betamethasone gel,BETAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-DVTGEIKXSA-N
Citalopram 30mg,CITALOPRAM,WSEQXVZVJXJVFP,WSEQXVZVJXJVFP-UHFFFAOYSA-N
Albuterol.,ALBUTEROL,NDAUXUAQIAJITI,NDAUXUAQIAJITI-UHFFFAOYSA-N
"Sorafenib (Nexavar,BAY43-9006)",SORAFENIB,MLDQJTXFUGDVEO,MLDQJTXFUGDVEO-UHFFFAOYSA-N
Androxal 25 mg capsules,ENCLOMIPHENE CITRATE,PYTMYKVIJXPNBD,PYTMYKVIJXPNBD-BTKVJIOYSA-N
menthol,MENTHOL,NOOLISFMXDJSKH,NOOLISFMXDJSKH-UHFFFAOYSA-N
d-amphetamine 40 mg,DEXTROAMPHETAMINE,KWTSXDURSIMDCE,KWTSXDURSIMDCE-QMMMGPOBSA-N
Praziquantel (PZQ),PRAZIQUANTEL,FSVJFNAIGNNGKK,FSVJFNAIGNNGKK-UHFFFAOYSA-N
Androxal 25 mg Capsules,ENCLOMIPHENE CITRATE,PYTMYKVIJXPNBD,PYTMYKVIJXPNBD-BTKVJIOYSA-N
Amlodipine 5mg capsule,AMLODIPINE,HTIQEAQVCYTUBX,HTIQEAQVCYTUBX-UHFFFAOYSA-N
Ketamine HCL,KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
Marcaine (Control),BUPIVACAINE HYDROCHLORIDE,SIEYLFHKZGLBNX,SIEYLFHKZGLBNX-UHFFFAOYSA-N
oral migalastat HCl,MIGALASTAT,LXBIFEVIBLOUGU,LXBIFEVIBLOUGU-DPYQTVNSSA-N
IV migalastat HCl,MIGALASTAT,LXBIFEVIBLOUGU,LXBIFEVIBLOUGU-DPYQTVNSSA-N
iv dexamethasone,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Methylphenidate (Concerta),METHYLPHENIDATE,DUGOZIWVEXMGBE,DUGOZIWVEXMGBE-UHFFFAOYSA-N
Xenon gas,XENON XE 127,FHNFHKCVQCLJFQ,FHNFHKCVQCLJFQ-AHCXROLUSA-N
Escitalopram 15 mg,ESCITALOPRAM,WSEQXVZVJXJVFP,WSEQXVZVJXJVFP-FQEVSTJZSA-N
Atropine 0.24 mg,ATROPINE,RKUNBYITZUJHSG,RKUNBYITZUJHSG-SPUOUPEWSA-N
